Tweet_id,score
1,0.16483116
2,0.031078046
3,0.9056591
4,0.11999917
5,0.119881965
6,0.25788608
7,0.04243485
8,0.27318972
9,0.042259656
10,0.033116587
11,0.20562
12,0.06906407
13,0.8703019
14,0.22847432
15,0.11770685
16,0.14669615
17,0.2179797
18,0.16440023
19,0.98412085
20,0.044300616
21,0.09610744
22,0.32222414
23,0.04368964
24,0.46589994
25,0.6856352
26,0.051700577
27,0.055294707
28,0.8376384
29,0.2845002
30,0.09878863
31,0.20254305
32,0.48332527
33,0.068595335
34,0.06785409
35,0.08567269
36,0.247035
37,0.21256065
38,0.9650551
39,0.030605704
40,0.06991315
41,0.03898905
42,0.034919906
43,0.93838614
44,0.2806313
45,0.14477079
46,0.06907126
47,0.11495212
48,0.28841507
49,0.5357579
50,0.10763015
51,0.057313636
52,0.07105503
53,0.91937345
54,0.08730334
55,0.12003791
56,0.07933957
57,0.087303296
58,0.23017049
59,0.45252326
60,0.18237402
61,0.30120626
62,0.31214866
63,0.37403837
64,0.069815546
65,0.08730334
66,0.23129767
67,0.04270552
68,0.95755136
69,0.068521194
70,0.15107945
71,0.05045055
72,0.20147713
73,0.09275836
74,0.27911752
75,0.07107671
76,0.122681335
77,0.031726114
78,0.27835363
79,0.058410533
80,0.06609895
81,0.2174907
82,0.09092448
83,0.106098756
84,0.30089235
85,0.39536795
86,0.22177394
87,0.12111199
88,0.07322969
89,0.20082603
90,0.13116857
91,0.068698965
92,0.92883533
93,0.09186439
94,0.029495193
95,0.35060325
96,0.045921948
97,0.1849976
98,0.036371585
99,0.2898489
100,0.76644164
101,0.05177671
102,0.097122036
103,0.13101918
104,0.064057186
105,0.03242229
106,0.46544096
107,0.1783805
108,0.19437525
109,0.08097585
110,0.035056356
111,0.21662115
112,0.28106412
113,0.02570762
114,0.12164845
115,0.073921256
116,0.026036523
117,0.025003389
118,0.04675494
119,0.01945374
120,0.072078176
121,0.08730334
122,0.08456061
123,0.03898905
124,0.017128332
125,0.53104883
126,0.04675494
127,0.01351313
128,0.06552133
129,0.96747214
130,0.23443633
131,0.12025344
132,0.44268137
133,0.14713518
134,0.109884255
135,0.120506935
136,0.10276569
137,0.026036523
138,0.46589994
139,0.11225677
140,0.20804635
141,0.6519473
142,0.11268389
143,0.3585354
144,0.24618602
145,0.02532672
146,0.5348452
147,0.64797026
148,0.12025344
149,0.82268196
150,0.05499717
151,0.15711358
152,0.17348367
153,0.026036523
154,0.61798567
155,0.37907884
156,0.05075421
157,0.20019971
158,0.9315942
159,0.0947979
160,0.1899144
161,0.3576696
162,0.019463167
163,0.20629904
164,0.07285786
165,0.4423631
166,0.1727696
167,0.19449234
168,0.20374775
169,0.07043313
170,0.19476773
171,0.14681739
172,0.06020599
173,0.46616665
174,0.16447067
175,0.06915425
176,0.07388559
177,0.066098556
178,0.07172363
179,0.04102267
180,0.83785176
181,0.28949773
182,0.026036523
183,0.4203471
184,0.072984084
185,0.028028999
186,0.21585928
187,0.07356298
188,0.047142252
189,0.09528629
190,0.17427549
191,0.26820636
192,0.06532119
193,0.08089301
194,0.03573
195,0.071072794
196,0.23064703
197,0.98284787
198,0.16444807
199,0.06274695
200,0.050180655
201,0.15722497
202,0.37739238
203,0.111127034
204,0.10225665
205,0.089296065
206,0.11940002
207,0.030736053
208,0.08730334
209,0.087303296
210,0.8353001
211,0.047899414
212,0.22441244
213,0.087303296
214,0.5356143
215,0.93349975
216,0.023896743
217,0.6079781
218,0.7968952
219,0.10186177
220,0.030298721
221,0.040707722
222,0.008482103
223,0.05711732
224,0.020994965
225,0.16054934
226,0.02615584
227,0.7647259
228,0.93604475
229,0.047009397
230,0.08456229
231,0.025458323
232,0.034678057
233,0.072281815
234,0.08707412
235,0.43704018
236,0.12067725
237,0.039126467
238,0.039677404
239,0.15869582
240,0.0584399
241,0.22333062
242,0.6519473
243,0.09694547
244,0.05085145
245,0.05818652
246,0.18482327
247,0.14806008
248,0.9019212
249,0.1971154
250,0.069986835
251,0.4131409
252,0.10314401
253,0.11722466
254,0.22200008
255,0.068454176
256,0.9017743
257,0.4643786
258,0.903035
259,0.3029191
260,0.26525158
261,0.08602575
262,0.045060035
263,0.18823907
264,0.054364696
265,0.042208154
266,0.94618297
267,0.021696405
268,0.087303296
269,0.04005723
270,0.19491313
271,0.07541208
272,0.08948287
273,0.15041606
274,0.23319551
275,0.948649
276,0.10143691
277,0.04515743
278,0.08678985
279,0.06407267
280,0.19504191
281,0.5030678
282,0.040503338
283,0.0903978
284,0.18139556
285,0.06431792
286,0.12384878
287,0.112627074
288,0.06983021
289,0.05066929
290,0.24369715
291,0.22496904
292,0.094772846
293,0.146007
294,0.87185377
295,0.76644164
296,0.228209
297,0.24445386
298,0.97299904
299,0.03573
300,0.20276088
301,0.16867803
302,0.038767725
303,0.10299968
304,0.12913947
305,0.57028335
306,0.071830034
307,0.068579435
308,0.22153573
309,0.19299105
310,0.05248595
311,0.07159731
312,0.09464531
313,0.14884709
314,0.34593397
315,0.022381162
316,0.28127736
317,0.23329684
318,0.03200428
319,0.28310177
320,0.06880999
321,0.11438891
322,0.20149411
323,0.22936594
324,0.4324979
325,0.38830134
326,0.19650401
327,0.7143426
328,0.061987787
329,0.03349845
330,0.102737635
331,0.28253388
332,0.08928127
333,0.61935794
334,0.05353116
335,0.16515574
336,0.327343
337,0.43294218
338,0.8547109
339,0.027415883
340,0.07827765
341,0.06553929
342,0.08730334
343,0.87302107
344,0.06690233
345,0.1679957
346,0.87185377
347,0.07474487
348,0.08730334
349,0.07301391
350,0.055922437
351,0.08142568
352,0.06788862
353,0.123878494
354,0.13445549
355,0.19340013
356,0.08055602
357,0.17490704
358,0.052372117
359,0.21818458
360,0.14049491
361,0.17584035
362,0.087303296
363,0.1666598
364,0.07166994
365,0.0330336
366,0.04241877
367,0.08730334
368,0.91692644
369,0.067873195
370,0.06475245
371,0.37093127
372,0.0609905
373,0.08959002
374,0.05883418
375,0.1439099
376,0.093774304
377,0.89932173
378,0.045140393
379,0.14802551
380,0.13797548
381,0.06782225
382,0.6519473
383,0.035490915
384,0.10978363
385,0.26133487
386,0.117075354
387,0.15695263
388,0.1601511
389,0.43062308
390,0.02649347
391,0.23902994
392,0.11332218
393,0.67779493
394,0.08730334
395,0.015804157
396,0.052317698
397,0.066534504
398,0.13648541
399,0.21984611
400,0.08730334
401,0.20688997
402,0.04973413
403,0.43784454
404,0.19163568
405,0.25892806
406,0.08566768
407,0.08573235
408,0.55106574
409,0.048692606
410,0.051144876
411,0.7524018
412,0.28312328
413,0.08332991
414,0.11716251
415,0.07256213
416,0.56821465
417,0.7886199
418,0.07068577
419,0.096510805
420,0.08605947
421,0.04477608
422,0.06989445
423,0.68910694
424,0.037972815
425,0.5473082
426,0.046592757
427,0.06928959
428,0.68869936
429,0.176765
430,0.14246888
431,0.14973019
432,0.15191919
433,0.09043173
434,0.86898154
435,0.960139
436,0.06512932
437,0.29729074
438,0.022490496
439,0.035135474
440,0.07122711
441,0.18311958
442,0.17889354
443,0.13421197
444,0.0751596
445,0.033545148
446,0.30597252
447,0.041719593
448,0.037271526
449,0.0801393
450,0.17204009
451,0.047970753
452,0.087303296
453,0.06986426
454,0.12080718
455,0.033904508
456,0.07140725
457,0.11593211
458,0.12420508
459,0.05134636
460,0.025558641
461,0.12930341
462,0.04169659
463,0.964636
464,0.022668498
465,0.9842272
466,0.04453018
467,0.90982157
468,0.13886155
469,0.05528779
470,0.117144175
471,0.2824359
472,0.06699019
473,0.96469957
474,0.56415206
475,0.043004453
476,0.13467014
477,0.17087221
478,0.055825967
479,0.030317312
480,0.10420533
481,0.08730334
482,0.08088368
483,0.24511674
484,0.9785658
485,0.05552373
486,0.33379638
487,0.08730334
488,0.042106695
489,0.36316213
490,0.42362282
491,0.069376335
